name,year,month,infection,forest cover,population,area
Šilutės r. sav.,2004,10,7,22.1,53143.0,1682.0
Marijampolės apskritis,2004,10,4,21.6,184058.0,4465.0
Marijampolės r. sav.,2004,10,3,,,
Šakių r. sav.,2004,10,1,22.8,37575.0,1454.0
Vilkaviškio r. sav.,2004,10,0,10.5,49137.0,1262.0
Panevėžio apskritis,2004,10,50,27.2,290097.0,7878.0
Panevėžio m. sav.,2004,10,33,0.6,114917.0,50.0
Biržų r. sav.,2004,10,0,26.3,34266.0,1476.0
Kupiškio r. sav.,2004,10,3,27.9,23865.0,1080.0
Panevėžio r. sav.,2004,10,7,33.9,42588.0,2177.0
Pasvalio r. sav.,2004,10,2,16.5,33629.0,1289.0
Rokiškio r. sav.,2004,10,5,27.9,40832.0,1806.0
Šiaulių apskritis,2004,10,21,25.8,357441.0,8537.0
Šiaulių m. sav.,2004,10,8,15.0,127805.0,82.0
Akmenės r. sav.,2004,10,0,32.1,28951.0,844.0
Joniškio r. sav.,2004,10,0,18.4,31012.0,1152.0
Kelmės r. sav.,2004,10,6,26.2,39498.0,1705.0
Radviliškio r. sav.,2004,10,0,25.7,50638.0,1634.0
Šiaulių r. sav.,2004,10,2,32.6,51002.0,1806.0
Tauragės apskritis,2004,10,8,31.7,130179.0,4408.0
Jurbarko r. sav.,2004,10,2,38.0,36314.0,1506.0
Šilalės r. sav.,2004,10,0,24.0,30768.0,1188.0
Tauragės r. sav.,2004,10,6,38.5,51352.0,1179.0
Telšių apskritis,2004,10,20,32.9,175090.0,4349.0
Mažeikių r. sav.,2004,10,8,29.3,65831.0,1220.0
Plungės r. sav.,2004,10,11,32.7,43349.0,1105.0
Telšių r. sav.,2004,10,1,29.7,55587.0,1439.0
Utenos apskritis,2004,10,11,32.8,178637.0,7191.0
Visagino sav.,2004,10,0,56.0,27915.0,58.0
Anykščių r. sav.,2004,10,0,30.3,33783.0,1764.0
Ignalinos r. sav.,2004,10,0,35.5,21944.0,1441.0
Molėtų r. sav.,2004,10,0,28.5,24268.0,1367.0
Utenos r. sav.,2004,10,10,31.8,48800.0,1230.0
Zarasų r. sav.,2004,10,1,37.2,21927.0,1331.0
Vilniaus apskritis,2004,10,57,41.9,841748.0,9730.0
Šalčininkų r. sav.,2004,10,0,46.2,38205.0,1493.0
Širvintų r. sav.,2004,10,1,30.5,19677.0,905.0
Švenčionių r. sav.,2004,10,4,55.8,32002.0,1691.0
Ukmergės r. sav.,2004,10,2,31.3,46920.0,1395.0
Trakų r. sav.,2004,10,2,47.5,36916.0,1207.0
Alytaus apskritis,2004,11,4,49.0,182751.0,5418.0
Alytaus m. sav.,2004,11,2,30.4,70053.0,39.0
Druskininkų sav.,2004,11,0,69.2,24665.0,453.0
Alytaus r. sav.,2004,11,2,24.6,31741.0,1403.0
Lazdijų r. sav.,2004,11,0,34.8,26221.0,1306.0
Varėnos r. sav.,2004,11,0,69.0,30071.0,2216.0
Kauno apskritis,2004,11,37,29.5,682074.0,8087.0
Kauno m. sav.,2004,11,30,20.6,363952.0,157.0
Jonavos r. sav.,2004,11,0,41.8,51510.0,944.0
Kaišiadorių r. sav.,2004,11,0,31.4,37117.0,1087.0
Kauno r. sav.,2004,11,2,32.6,83167.0,1496.0
Kėdainių r. sav.,2004,11,2,25.5,63692.0,1677.0
Prienų r. sav.,2004,11,0,27.4,34438.0,1033.0
Raseinių r. sav.,2004,11,3,22.9,42958.0,1573.0
Klaipėdos apskritis,2004,11,10,24.7,376854.0,5222.0
Klaipėdos m. sav.,2004,11,2,16.3,186811.0,98.0
Palangos m. sav.,2004,11,1,39.9,17222.0,79.0
Klaipėdos r. sav.,2004,11,1,23.8,47367.0,1323.0
Kretingos r. sav.,2004,11,0,33.1,45454.0,989.0
Skuodo r. sav.,2004,11,0,15.4,24613.0,911.0
Šilutės r. sav.,2004,11,6,22.1,53143.0,1682.0
Marijampolės apskritis,2004,11,3,21.6,184058.0,4465.0
Marijampolės r. sav.,2004,11,1,,,
Šakių r. sav.,2004,11,0,22.8,37575.0,1454.0
Vilkaviškio r. sav.,2004,11,2,10.5,49137.0,1262.0
Panevėžio apskritis,2004,11,19,27.2,290097.0,7878.0
Panevėžio m. sav.,2004,11,11,0.6,114917.0,50.0
Biržų r. sav.,2004,11,0,26.3,34266.0,1476.0
Kupiškio r. sav.,2004,11,3,27.9,23865.0,1080.0
Panevėžio r. sav.,2004,11,3,33.9,42588.0,2177.0
Pasvalio r. sav.,2004,11,0,16.5,33629.0,1289.0
Rokiškio r. sav.,2004,11,2,27.9,40832.0,1806.0
Šiaulių apskritis,2004,11,25,25.8,357441.0,8537.0
Šiaulių m. sav.,2004,11,15,15.0,127805.0,82.0
Akmenės r. sav.,2004,11,2,32.1,28951.0,844.0
Joniškio r. sav.,2004,11,0,18.4,31012.0,1152.0
Kelmės r. sav.,2004,11,3,26.2,39498.0,1705.0
Radviliškio r. sav.,2004,11,1,25.7,50638.0,1634.0
Šiaulių r. sav.,2004,11,4,32.6,51002.0,1806.0
Tauragės apskritis,2004,11,8,31.7,130179.0,4408.0
Jurbarko r. sav.,2004,11,0,38.0,36314.0,1506.0
Šilalės r. sav.,2004,11,1,24.0,30768.0,1188.0
Tauragės r. sav.,2004,11,7,38.5,51352.0,1179.0
Telšių apskritis,2004,11,9,32.9,175090.0,4349.0
Mažeikių r. sav.,2004,11,0,29.3,65831.0,1220.0
Plungės r. sav.,2004,11,4,32.7,43349.0,1105.0
Telšių r. sav.,2004,11,5,29.7,55587.0,1439.0
Utenos apskritis,2004,11,8,32.8,178637.0,7191.0
Visagino sav.,2004,11,0,56.0,27915.0,58.0
Anykščių r. sav.,2004,11,0,30.3,33783.0,1764.0
Ignalinos r. sav.,2004,11,1,35.5,21944.0,1441.0
Molėtų r. sav.,2004,11,0,28.5,24268.0,1367.0
Utenos r. sav.,2004,11,4,31.8,48800.0,1230.0
Zarasų r. sav.,2004,11,3,37.2,21927.0,1331.0
Vilniaus apskritis,2004,11,54,41.9,841748.0,9730.0
Šalčininkų r. sav.,2004,11,0,46.2,38205.0,1493.0
Širvintų r. sav.,2004,11,1,30.5,19677.0,905.0
Švenčionių r. sav.,2004,11,1,55.8,32002.0,1691.0
Ukmergės r. sav.,2004,11,5,31.3,46920.0,1395.0
Trakų r. sav.,2004,11,2,47.5,36916.0,1207.0
Alytaus apskritis,2004,12,2,49.0,182751.0,5418.0
Alytaus m. sav.,2004,12,2,30.4,70053.0,39.0
Druskininkų sav.,2004,12,0,69.2,24665.0,453.0
Alytaus r. sav.,2004,12,0,24.6,31741.0,1403.0
Lazdijų r. sav.,2004,12,0,34.8,26221.0,1306.0
Varėnos r. sav.,2004,12,0,69.0,30071.0,2216.0
Kauno apskritis,2004,12,22,29.5,682074.0,8087.0
Kauno m. sav.,2004,12,14,20.6,363952.0,157.0
Jonavos r. sav.,2004,12,2,41.8,51510.0,944.0
Kaišiadorių r. sav.,2004,12,0,31.4,37117.0,1087.0
Kauno r. sav.,2004,12,2,32.6,83167.0,1496.0
Kėdainių r. sav.,2004,12,1,25.5,63692.0,1677.0
Prienų r. sav.,2004,12,2,27.4,34438.0,1033.0
Raseinių r. sav.,2004,12,1,22.9,42958.0,1573.0
Klaipėdos apskritis,2004,12,4,24.7,376854.0,5222.0
Klaipėdos m. sav.,2004,12,3,16.3,186811.0,98.0
Palangos m. sav.,2004,12,0,39.9,17222.0,79.0
Klaipėdos r. sav.,2004,12,0,23.8,47367.0,1323.0
Kretingos r. sav.,2004,12,0,33.1,45454.0,989.0
Skuodo r. sav.,2004,12,0,15.4,24613.0,911.0
Šilutės r. sav.,2004,12,1,22.1,53143.0,1682.0
Marijampolės apskritis,2004,12,6,21.6,184058.0,4465.0
Marijampolės r. sav.,2004,12,0,,,
Šakių r. sav.,2004,12,2,22.8,37575.0,1454.0
Vilkaviškio r. sav.,2004,12,4,10.5,49137.0,1262.0
Panevėžio apskritis,2004,12,16,27.2,290097.0,7878.0
Panevėžio m. sav.,2004,12,10,0.6,114917.0,50.0
Biržų r. sav.,2004,12,1,26.3,34266.0,1476.0
Kupiškio r. sav.,2004,12,0,27.9,23865.0,1080.0
Panevėžio r. sav.,2004,12,3,33.9,42588.0,2177.0
Pasvalio r. sav.,2004,12,0,16.5,33629.0,1289.0
Rokiškio r. sav.,2004,12,2,27.9,40832.0,1806.0
Šiaulių apskritis,2004,12,17,25.8,357441.0,8537.0
Šiaulių m. sav.,2004,12,6,15.0,127805.0,82.0
Akmenės r. sav.,2004,12,1,32.1,28951.0,844.0
Joniškio r. sav.,2004,12,5,18.4,31012.0,1152.0
Kelmės r. sav.,2004,12,3,26.2,39498.0,1705.0
Radviliškio r. sav.,2004,12,0,25.7,50638.0,1634.0
Šiaulių r. sav.,2004,12,2,32.6,51002.0,1806.0
Tauragės apskritis,2004,12,3,31.7,130179.0,4408.0
Jurbarko r. sav.,2004,12,0,38.0,36314.0,1506.0
Šilalės r. sav.,2004,12,0,24.0,30768.0,1188.0
Tauragės r. sav.,2004,12,3,38.5,51352.0,1179.0
Telšių apskritis,2004,12,13,32.9,175090.0,4349.0
Mažeikių r. sav.,2004,12,4,29.3,65831.0,1220.0
Plungės r. sav.,2004,12,6,32.7,43349.0,1105.0
Telšių r. sav.,2004,12,3,29.7,55587.0,1439.0
Utenos apskritis,2004,12,4,32.8,178637.0,7191.0
Visagino sav.,2004,12,0,56.0,27915.0,58.0
Anykščių r. sav.,2004,12,1,30.3,33783.0,1764.0
Ignalinos r. sav.,2004,12,0,35.5,21944.0,1441.0
Molėtų r. sav.,2004,12,0,28.5,24268.0,1367.0
Utenos r. sav.,2004,12,2,31.8,48800.0,1230.0
Zarasų r. sav.,2004,12,1,37.2,21927.0,1331.0
Vilniaus apskritis,2004,12,19,41.9,841748.0,9730.0
Šalčininkų r. sav.,2004,12,0,46.2,38205.0,1493.0
Širvintų r. sav.,2004,12,0,30.5,19677.0,905.0
Švenčionių r. sav.,2004,12,0,55.8,32002.0,1691.0
Ukmergės r. sav.,2004,12,0,31.3,46920.0,1395.0
Trakų r. sav.,2004,12,2,47.5,36916.0,1207.0
Alytaus apskritis,2005,1,2,49.1,179626.0,5418.0
Alytaus m. sav.,2005,1,0,31.8,68838.0,39.0
Druskininkų sav.,2005,1,0,69.2,24252.0,453.0
Alytaus r. sav.,2005,1,2,24.7,31415.0,1403.0
Lazdijų r. sav.,2005,1,0,34.9,25694.0,1306.0
Varėnos r. sav.,2005,1,0,69.1,29427.0,2216.0
Kauno apskritis,2005,1,9,29.5,671923.0,8087.0
Kauno m. sav.,2005,1,6,16.8,356954.0,157.0
Jonavos r. sav.,2005,1,0,41.9,51218.0,944.0
Kaišiadorių r. sav.,2005,1,0,31.5,36732.0,1087.0
Kauno r. sav.,2005,1,1,32.7,83200.0,1496.0
Kėdainių r. sav.,2005,1,1,25.5,62551.0,1677.0
Prienų r. sav.,2005,1,0,27.6,33866.0,1033.0
Raseinių r. sav.,2005,1,1,23.0,42282.0,1573.0
Klaipėdos apskritis,2005,1,1,26.3,372541.0,5222.0
Klaipėdos m. sav.,2005,1,1,20.5,183627.0,98.0
Palangos m. sav.,2005,1,0,40.1,17048.0,79.0
Klaipėdos r. sav.,2005,1,0,25.9,48104.0,1323.0
Kretingos r. sav.,2005,1,0,34.4,45119.0,989.0
Skuodo r. sav.,2005,1,0,19.5,24143.0,911.0
Šilutės r. sav.,2005,1,0,22.3,52184.0,1682.0
Marijampolės apskritis,2005,1,3,21.7,181376.0,4465.0
Marijampolės r. sav.,2005,1,1,,,
Šakių r. sav.,2005,1,0,22.9,37004.0,1454.0
Vilkaviškio r. sav.,2005,1,2,10.6,48338.0,1262.0
Panevėžio apskritis,2005,1,8,27.3,284918.0,7878.0
Panevėžio m. sav.,2005,1,4,0.6,112543.0,50.0
Biržų r. sav.,2005,1,0,26.3,33551.0,1476.0
Kupiškio r. sav.,2005,1,0,28.1,23422.0,1080.0
Panevėžio r. sav.,2005,1,1,34.1,42435.0,2177.0
Pasvalio r. sav.,2005,1,1,16.6,32870.0,1289.0
Rokiškio r. sav.,2005,1,2,28.0,40097.0,1806.0
Šiaulių apskritis,2005,1,5,25.9,350938.0,8537.0
Šiaulių m. sav.,2005,1,3,15.0,125360.0,82.0
Akmenės r. sav.,2005,1,0,32.3,28239.0,844.0
Joniškio r. sav.,2005,1,0,18.5,30536.0,1152.0
Kelmės r. sav.,2005,1,1,26.2,38551.0,1705.0
Radviliškio r. sav.,2005,1,0,25.7,49668.0,1634.0
Šiaulių r. sav.,2005,1,1,32.7,50559.0,1806.0
Tauragės apskritis,2005,1,2,33.0,127690.0,4408.0
Jurbarko r. sav.,2005,1,0,38.2,35517.0,1506.0
Šilalės r. sav.,2005,1,0,28.5,30326.0,1188.0
Tauragės r. sav.,2005,1,2,38.4,50371.0,1179.0
Telšių apskritis,2005,1,1,35.6,172426.0,4349.0
Mažeikių r. sav.,2005,1,0,29.5,64882.0,1220.0
Plungės r. sav.,2005,1,0,34.5,42832.0,1105.0
Telšių r. sav.,2005,1,1,34.4,54561.0,1439.0
Utenos apskritis,2005,1,0,32.8,175226.0,7191.0
Visagino sav.,2005,1,0,56.0,27302.0,58.0
Anykščių r. sav.,2005,1,0,30.6,33119.0,1764.0
Ignalinos r. sav.,2005,1,0,35.5,21463.0,1441.0
Molėtų r. sav.,2005,1,0,28.6,23817.0,1367.0
Utenos r. sav.,2005,1,0,31.8,48139.0,1230.0
Zarasų r. sav.,2005,1,0,37.2,21386.0,1331.0
Vilniaus apskritis,2005,1,16,42.0,838556.0,9730.0
Vilniaus m. sav.,2005,1,16,35.6,546773.0,400.0
Šalčininkų r. sav.,2005,1,0,46.3,37727.0,1493.0
Širvintų r. sav.,2005,1,0,30.6,19529.0,905.0
Švenčionių r. sav.,2005,1,0,55.9,31436.0,1691.0
Ukmergės r. sav.,2005,1,0,31.4,46154.0,1395.0
Vilniaus r. sav.,2005,1,4,39.6,92576.0,2129.0
Trakų r. sav.,2005,1,1,47.7,36712.0,1207.0
Alytaus apskritis,2005,2,1,49.1,179626.0,5418.0
Alytaus m. sav.,2005,2,0,31.8,68838.0,39.0
Druskininkų sav.,2005,2,0,69.2,24252.0,453.0
Alytaus r. sav.,2005,2,0,24.7,31415.0,1403.0
Lazdijų r. sav.,2005,2,1,34.9,25694.0,1306.0
Varėnos r. sav.,2005,2,0,69.1,29427.0,2216.0
Kauno apskritis,2005,2,3,29.5,671923.0,8087.0
Kauno m. sav.,2005,2,3,16.8,356954.0,157.0
Jonavos r. sav.,2005,2,0,41.9,51218.0,944.0
Kaišiadorių r. sav.,2005,2,0,31.5,36732.0,1087.0
Kauno r. sav.,2005,2,0,32.7,83200.0,1496.0
Kėdainių r. sav.,2005,2,0,25.5,62551.0,1677.0
Prienų r. sav.,2005,2,0,27.6,33866.0,1033.0
Raseinių r. sav.,2005,2,0,23.0,42282.0,1573.0
Klaipėdos apskritis,2005,2,1,26.3,372541.0,5222.0
Klaipėdos m. sav.,2005,2,0,20.5,183627.0,98.0
Palangos m. sav.,2005,2,0,40.1,17048.0,79.0
Klaipėdos r. sav.,2005,2,0,25.9,48104.0,1323.0
Kretingos r. sav.,2005,2,0,34.4,45119.0,989.0
Skuodo r. sav.,2005,2,0,19.5,24143.0,911.0
Šilutės r. sav.,2005,2,1,22.3,52184.0,1682.0
Marijampolės apskritis,2005,2,1,21.7,181376.0,4465.0
Marijampolės r. sav.,2005,2,0,,,
Šakių r. sav.,2005,2,0,22.9,37004.0,1454.0
Vilkaviškio r. sav.,2005,2,1,10.6,48338.0,1262.0
Panevėžio apskritis,2005,2,5,27.3,284918.0,7878.0
Panevėžio m. sav.,2005,2,2,0.6,112543.0,50.0
Biržų r. sav.,2005,2,0,26.3,33551.0,1476.0
Kupiškio r. sav.,2005,2,1,28.1,23422.0,1080.0
Panevėžio r. sav.,2005,2,0,34.1,42435.0,2177.0
Pasvalio r. sav.,2005,2,1,16.6,32870.0,1289.0
Rokiškio r. sav.,2005,2,1,28.0,40097.0,1806.0
Šiaulių apskritis,2005,2,3,25.9,350938.0,8537.0
Šiaulių m. sav.,2005,2,0,15.0,125360.0,82.0
Akmenės r. sav.,2005,2,2,32.3,28239.0,844.0
Joniškio r. sav.,2005,2,0,18.5,30536.0,1152.0
Kelmės r. sav.,2005,2,1,26.2,38551.0,1705.0
Radviliškio r. sav.,2005,2,0,25.7,49668.0,1634.0
Šiaulių r. sav.,2005,2,0,32.7,50559.0,1806.0
Tauragės apskritis,2005,2,0,33.0,127690.0,4408.0
Jurbarko r. sav.,2005,2,0,38.2,35517.0,1506.0
Šilalės r. sav.,2005,2,0,28.5,30326.0,1188.0
Tauragės r. sav.,2005,2,0,38.4,50371.0,1179.0
Telšių apskritis,2005,2,1,35.6,172426.0,4349.0
Mažeikių r. sav.,2005,2,1,29.5,64882.0,1220.0
Plungės r. sav.,2005,2,0,34.5,42832.0,1105.0
Telšių r. sav.,2005,2,0,34.4,54561.0,1439.0
Utenos apskritis,2005,2,0,32.8,175226.0,7191.0
Visagino sav.,2005,2,0,56.0,27302.0,58.0
Anykščių r. sav.,2005,2,0,30.6,33119.0,1764.0
Ignalinos r. sav.,2005,2,0,35.5,21463.0,1441.0
Molėtų r. sav.,2005,2,0,28.6,23817.0,1367.0
Alytaus apskritis,2005,3,0,49.1,179626.0,5418.0
Alytaus m. sav.,2005,3,0,31.8,68838.0,39.0
Druskininkų sav.,2005,3,0,69.2,24252.0,453.0
Alytaus r. sav.,2005,3,0,24.7,31415.0,1403.0
Lazdijų r. sav.,2005,3,0,34.9,25694.0,1306.0
Varėnos r. sav.,2005,3,0,69.1,29427.0,2216.0
Kauno apskritis,2005,3,0,29.5,671923.0,8087.0
Kauno m. sav.,2005,3,0,16.8,356954.0,157.0
Jonavos r. sav.,2005,3,0,41.9,51218.0,944.0
Kaišiadorių r. sav.,2005,3,0,31.5,36732.0,1087.0
Kauno r. sav.,2005,3,0,32.7,83200.0,1496.0
Kėdainių r. sav.,2005,3,0,25.5,62551.0,1677.0
Prienų r. sav.,2005,3,0,27.6,33866.0,1033.0
Raseinių r. sav.,2005,3,0,23.0,42282.0,1573.0
Klaipėdos apskritis,2005,3,0,26.3,372541.0,5222.0
Klaipėdos m. sav.,2005,3,0,20.5,183627.0,98.0
Palangos m. sav.,2005,3,0,40.1,17048.0,79.0
Klaipėdos r. sav.,2005,3,0,25.9,48104.0,1323.0
Kretingos r. sav.,2005,3,0,34.4,45119.0,989.0
Skuodo r. sav.,2005,3,0,19.5,24143.0,911.0
Šilutės r. sav.,2005,3,0,22.3,52184.0,1682.0
Marijampolės apskritis,2005,3,1,21.7,181376.0,4465.0
Marijampolės r. sav.,2005,3,1,,,
Šakių r. sav.,2005,3,0,22.9,37004.0,1454.0
Vilkaviškio r. sav.,2005,3,0,10.6,48338.0,1262.0
Panevėžio apskritis,2005,3,2,27.3,284918.0,7878.0
Panevėžio m. sav.,2005,3,1,0.6,112543.0,50.0
Biržų r. sav.,2005,3,0,26.3,33551.0,1476.0
Kupiškio r. sav.,2005,3,0,28.1,23422.0,1080.0
Panevėžio r. sav.,2005,3,1,34.1,42435.0,2177.0
Pasvalio r. sav.,2005,3,0,16.6,32870.0,1289.0
Rokiškio r. sav.,2005,3,0,28.0,40097.0,1806.0
Šiaulių apskritis,2005,3,1,25.9,350938.0,8537.0
Šiaulių m. sav.,2005,3,1,15.0,125360.0,82.0
Akmenės r. sav.,2005,3,0,32.3,28239.0,844.0
Joniškio r. sav.,2005,3,0,18.5,30536.0,1152.0
Kelmės r. sav.,2005,3,0,26.2,38551.0,1705.0
Radviliškio r. sav.,2005,3,0,25.7,49668.0,1634.0
Šiaulių r. sav.,2005,3,0,32.7,50559.0,1806.0
Tauragės apskritis,2005,3,0,33.0,127690.0,4408.0
Jurbarko r. sav.,2005,3,0,38.2,35517.0,1506.0
Šilalės r. sav.,2005,3,0,28.5,30326.0,1188.0
Tauragės r. sav.,2005,3,0,38.4,50371.0,1179.0
Telšių apskritis,2005,3,0,35.6,172426.0,4349.0
Mažeikių r. sav.,2005,3,0,29.5,64882.0,1220.0
Plungės r. sav.,2005,3,0,34.5,42832.0,1105.0
Telšių r. sav.,2005,3,0,34.4,54561.0,1439.0
Utenos apskritis,2005,3,2,32.8,175226.0,7191.0
Visagino sav.,2005,3,0,56.0,27302.0,58.0
Anykščių r. sav.,2005,3,2,30.6,33119.0,1764.0
Ignalinos r. sav.,2005,3,0,35.5,21463.0,1441.0
Molėtų r. sav.,2005,3,0,28.6,23817.0,1367.0
Utenos r. sav.,2005,3,0,31.8,48139.0,1230.0
Zarasų r. sav.,2005,3,0,37.2,21386.0,1331.0
Vilniaus apskritis,2005,3,2,42.0,838556.0,9730.0
Vilniaus m. sav.,2005,3,2,35.6,546773.0,400.0
Šalčininkų r. sav.,2005,3,0,46.3,37727.0,1493.0
Širvintų r. sav.,2005,3,0,30.6,19529.0,905.0
Švenčionių r. sav.,2005,3,0,55.9,31436.0,1691.0
Ukmergės r. sav.,2005,3,0,31.4,46154.0,1395.0
Vilniaus r. sav.,2005,3,1,39.6,92576.0,2129.0
Trakų r. sav.,2005,3,0,47.7,36712.0,1207.0
Alytaus apskritis,2005,4,0,49.1,179626.0,5418.0
Alytaus m. sav.,2005,4,0,31.8,68838.0,39.0
Druskininkų sav.,2005,4,0,69.2,24252.0,453.0
Alytaus r. sav.,2005,4,0,24.7,31415.0,1403.0
Lazdijų r. sav.,2005,4,0,34.9,25694.0,1306.0
Varėnos r. sav.,2005,4,0,69.1,29427.0,2216.0
Kauno apskritis,2005,4,6,29.5,671923.0,8087.0
Kauno m. sav.,2005,4,3,16.8,356954.0,157.0
Jonavos r. sav.,2005,4,0,41.9,51218.0,944.0
Kaišiadorių r. sav.,2005,4,1,31.5,36732.0,1087.0
Kauno r. sav.,2005,4,0,32.7,83200.0,1496.0
Kėdainių r. sav.,2005,4,1,25.5,62551.0,1677.0
Prienų r. sav.,2005,4,0,27.6,33866.0,1033.0
Raseinių r. sav.,2005,4,1,23.0,42282.0,1573.0
Klaipėdos apskritis,2005,4,0,26.3,372541.0,5222.0
Klaipėdos m. sav.,2005,4,0,20.5,183627.0,98.0
Palangos m. sav.,2005,4,0,40.1,17048.0,79.0
Klaipėdos r. sav.,2005,4,0,25.9,48104.0,1323.0
Kretingos r. sav.,2005,4,0,34.4,45119.0,989.0
Skuodo r. sav.,2005,4,0,19.5,24143.0,911.0
Šilutės r. sav.,2005,4,0,22.3,52184.0,1682.0
Marijampolės apskritis,2005,4,0,21.7,181376.0,4465.0
Marijampolės r. sav.,2005,4,0,,,
Šakių r. sav.,2005,4,0,22.9,37004.0,1454.0
Vilkaviškio r. sav.,2005,4,0,10.6,48338.0,1262.0
Panevėžio apskritis,2005,4,1,27.3,284918.0,7878.0
Panevėžio m. sav.,2005,4,1,0.6,112543.0,50.0
Biržų r. sav.,2005,4,0,26.3,33551.0,1476.0
Kupiškio r. sav.,2005,4,0,28.1,23422.0,1080.0
Panevėžio r. sav.,2005,4,0,34.1,42435.0,2177.0
Pasvalio r. sav.,2005,4,0,16.6,32870.0,1289.0
Rokiškio r. sav.,2005,4,0,28.0,40097.0,1806.0
Šiaulių apskritis,2005,4,2,25.9,350938.0,8537.0
Šiaulių m. sav.,2005,4,0,15.0,125360.0,82.0
Akmenės r. sav.,2005,4,0,32.3,28239.0,844.0
Joniškio r. sav.,2005,4,0,18.5,30536.0,1152.0
Kelmės r. sav.,2005,4,1,26.2,38551.0,1705.0
Radviliškio r. sav.,2005,4,0,25.7,49668.0,1634.0
Šiaulių r. sav.,2005,4,1,32.7,50559.0,1806.0
Tauragės apskritis,2005,4,1,33.0,127690.0,4408.0
Jurbarko r. sav.,2005,4,0,38.2,35517.0,1506.0
Šilalės r. sav.,2005,4,0,28.5,30326.0,1188.0
Tauragės r. sav.,2005,4,1,38.4,50371.0,1179.0
Telšių apskritis,2005,4,0,35.6,172426.0,4349.0
Mažeikių r. sav.,2005,4,0,29.5,64882.0,1220.0
Plungės r. sav.,2005,4,0,34.5,42832.0,1105.0
Telšių r. sav.,2005,4,0,34.4,54561.0,1439.0
Utenos apskritis,2005,4,1,32.8,175226.0,7191.0
Visagino sav.,2005,4,0,56.0,27302.0,58.0
Anykščių r. sav.,2005,4,0,30.6,33119.0,1764.0
Ignalinos r. sav.,2005,4,0,35.5,21463.0,1441.0
Molėtų r. sav.,2005,4,0,28.6,23817.0,1367.0
Alytaus apskritis,2005,5,2,49.1,179626.0,5418.0
Alytaus m. sav.,2005,5,1,31.8,68838.0,39.0
Druskininkų sav.,2005,5,0,69.2,24252.0,453.0
Alytaus r. sav.,2005,5,0,24.7,31415.0,1403.0
Lazdijų r. sav.,2005,5,1,34.9,25694.0,1306.0
Varėnos r. sav.,2005,5,0,69.1,29427.0,2216.0
Kauno apskritis,2005,5,15,29.5,671923.0,8087.0
Kauno m. sav.,2005,5,10,16.8,356954.0,157.0
Jonavos r. sav.,2005,5,1,41.9,51218.0,944.0
Kaišiadorių r. sav.,2005,5,0,31.5,36732.0,1087.0
Kauno r. sav.,2005,5,0,32.7,83200.0,1496.0
Kėdainių r. sav.,2005,5,0,25.5,62551.0,1677.0
Prienų r. sav.,2005,5,1,27.6,33866.0,1033.0
Raseinių r. sav.,2005,5,3,23.0,42282.0,1573.0
Klaipėdos apskritis,2005,5,3,26.3,372541.0,5222.0
Klaipėdos m. sav.,2005,5,1,20.5,183627.0,98.0
Palangos m. sav.,2005,5,0,40.1,17048.0,79.0
Klaipėdos r. sav.,2005,5,2,25.9,48104.0,1323.0
Kretingos r. sav.,2005,5,0,34.4,45119.0,989.0
Skuodo r. sav.,2005,5,0,19.5,24143.0,911.0
Šilutės r. sav.,2005,5,0,22.3,52184.0,1682.0
Marijampolės apskritis,2005,5,2,21.7,181376.0,4465.0
Marijampolės r. sav.,2005,5,0,,,
Šakių r. sav.,2005,5,2,22.9,37004.0,1454.0
Vilkaviškio r. sav.,2005,5,0,10.6,48338.0,1262.0
Panevėžio apskritis,2005,5,13,27.3,284918.0,7878.0
Panevėžio m. sav.,2005,5,7,0.6,112543.0,50.0
Biržų r. sav.,2005,5,1,26.3,33551.0,1476.0
Kupiškio r. sav.,2005,5,0,28.1,23422.0,1080.0
Panevėžio r. sav.,2005,5,3,34.1,42435.0,2177.0
Pasvalio r. sav.,2005,5,0,16.6,32870.0,1289.0
Rokiškio r. sav.,2005,5,2,28.0,40097.0,1806.0
Šiaulių apskritis,2005,5,3,25.9,350938.0,8537.0
Šiaulių m. sav.,2005,5,1,15.0,125360.0,82.0
Akmenės r. sav.,2005,5,0,32.3,28239.0,844.0
Joniškio r. sav.,2005,5,0,18.5,30536.0,1152.0
Kelmės r. sav.,2005,5,2,26.2,38551.0,1705.0
Radviliškio r. sav.,2005,5,0,25.7,49668.0,1634.0
Šiaulių r. sav.,2005,5,0,32.7,50559.0,1806.0
Tauragės apskritis,2005,5,1,33.0,127690.0,4408.0
Jurbarko r. sav.,2005,5,1,38.2,35517.0,1506.0
Šilalės r. sav.,2005,5,0,28.5,30326.0,1188.0
Tauragės r. sav.,2005,5,0,38.4,50371.0,1179.0
Telšių apskritis,2005,5,1,35.6,172426.0,4349.0
Mažeikių r. sav.,2005,5,0,29.5,64882.0,1220.0
Plungės r. sav.,2005,5,1,34.5,42832.0,1105.0
Telšių r. sav.,2005,5,0,34.4,54561.0,1439.0
Utenos apskritis,2005,5,0,32.8,175226.0,7191.0
Visagino sav.,2005,5,0,56.0,27302.0,58.0
Anykščių r. sav.,2005,5,0,30.6,33119.0,1764.0
Ignalinos r. sav.,2005,5,0,35.5,21463.0,1441.0
Molėtų r. sav.,2005,5,0,28.6,23817.0,1367.0
Utenos r. sav.,2005,5,0,31.8,48139.0,1230.0
